URL,Label
'sevkon.net/js/?ref=3D3D3D3D3D3D3D3Dhttp\%3A\%2F\%2Fus.battle.ne=',bad
goback.strangled.net/,bad
www.jmscoutinho.com/wp-includes/js/tinymce/utils/mctabs.php,bad
aquatixbottle.com/nyx37ec?rvismxrqrw=asdnuwgd,bad
shopbydeals.com/inc/js/z/A0L/login.htm,bad
www.zone-dz.com/paypal/restore.html,bad
secure.runescape.com.secure.ye-login.com/m=weblogin/loginform.html?mod=www&ssl=0&dest,bad
novarubalka.com/media/kunena/DHL/DHL/index.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;;userid=abuse@sghambros.com,bad
linturefa.ru/ldl01/viewtopic.php,bad
sqoygkkolb.biz/checkupdate,bad
austinheights.edu.my/learn/includes/.ne/index.html,bad
91.200.14.110/module/6277503c3a8b611dd946f53260f4ebd6,bad
pano4you.vn/Alibaba.com/product-inquiry.html,bad
mcyengineering.com/modules/webstat/vodafone_onlinerechnung,bad
183.131.85.210:6541/xxdf,bad
binpt.pw/1,bad
account.buscaunamascota.interactivos123.com/conexion/God/upgrade/newp/index.php,bad
starpathholdings.com/wp-includes/sample165177PDF/auth/upload/doc/,bad
kavehconsultancy.co/g7cberv,bad
kathollowell.com/34f43,bad
ar.eurnews.net/news/new/login.php,bad
bearbenz.org/zlq5xc82vu6p4nw71697/dG9iaWFzbG9lYmlnQGFvbC5jb20=/xDEsdR/ZmFyenRvZHMub3Jn,bad
www.meortemple.com/wp-includes/pomo/idx.php?id=,bad
shrisha.co.in/Docs/nD/nD/,bad
bradtsics.org/cGFzY2FsLnVlYmVyc2F4QGJsdWV3aW4uY2g=https:/paypal.com/de/cmd_=login_run/mbr=R142lkin4578/DEsdR/cgiy1jwd2svpm976ch,bad
cajonesunicos.com/FYza3g,bad
agrofuelgroup.com/~purebusi/paypal/,bad
frumiel.cl/ce0w0d,bad
82.115.76.211/limto1.tar,bad
bitslook.org/pCntrlde/webscr.php?cmd_=session.start&sdr01=amFuc2VuLWp1ZWNoZW5AdC1vbmxpbmUuZGU,bad
158.69.223.5/message.php,bad
innogenap.com/gu8fx,bad
atendimento-seguro.http80.info/,bad
countysupervisors.org//uploads/doc.htm,bad
paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.login.efzg5epalogin.styllustaxiarapiraca.com.br/62c4caedc2994a52ed2e7864f7706128/,bad
chat-by-orkut1.blogspot.de/,bad
www.rookvrij.biz/1468530165/,bad
bynet.in/kiBQ6v,bad
jardininfantilcometas.com/shl/boxMrenewal.php?Email=abuse@taslakian.com&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,bad
jo-shop.pl/wp-admin/scripts/ourtime.html,bad
freeregisters14.blogspot.com/,bad
paypaladd.wapka.me/site_0.xhtml/,bad
chimerasystems.com/67i54yh45r,bad
accidentesylaboral.com.ar/googledrives,bad
jumeioo.com/845yfgh?cipzuawl=tafxna,bad
heonybaby.synology.me/tzd2evtv,bad
cnajs.com/pic/Agatha%20Christie/dropbox/dropbox/,bad
aspiroflash.fr/cai/abc.tar.gz,bad
taiyuwanli.com/cpkd9,bad
mgotto.homepage.t-online.de/HJghjb54,bad
virus-protection-----security.co/?cmp=stp-cc1&sub1=ohxRFJnQ1zStUbMSPw%2B4xA%3D%3D&GTP=0ae443f6f8dfa9b6d0b6cec90e99824b,bad
andsoresto.link/QEBQAkoIS1AIUkVWRVQVQlkXW1gIXQ.html,bad
midigma.ru//wp-admin/images/rdr.php,bad
theentertaineme.com/cgi/GDriveE/GDrive/modules.php,bad
209.41.183.242/j8fn3rg3,bad
payapl.webesc.cg-ben.help.update.info.bt-co-20110922-71550.skinvet.com.au/cmd_home&amp;country_lang.x=true/5ef0ca44b2978be878357490e62e61b2/,bad
jlcorualcatelupd.xyz/,bad
todaywith.date/rss/feed/stream/,bad
accountpaypal.host.org/paypal.html,bad
paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d295b4a211r.buenosdeseos.cl/href/secure/center/update/limit/seccure/2de591f0b36f05a69a951e4853a325ab/,bad
biru-ram.blogspot.com/,bad
reefclub.ru/cag2zv,bad
www.yuankangzs.com/js/?us.battle.net/login/en/?ref=uofjhsbus.battle.net/d3/en/index&amp;app=com-d3,bad
visbymaklarna.se/knby545,bad
www.inoesis.com/inoesis.com/wp-content/themes/.server/.Allert/PayPal/Limit101/,bad
oliveden.com/invest/share/2015,bad
pijepkm.work/upload/_dispatch.php,bad
69.61.11.216/fdmzmq,bad
104.192.103.28/pelumi/panel/cp.php?letter=login,bad
tant.co.kr/letsmall/admin/Template_c/properties/index.htm,bad
boonvillenc.org/~stevepia/demo/wbsccr.php,bad
bitly.com/SZeE9d,bad
ycwjacy1m8.bimowamokykzzx.net/0y3_ULPi-zg8v9NakANyxOn4U3RjcGZaDfVLJT0KYoLymDsN\n,bad
95.47.161.41/module/272a5ad4a1b97a2ac874d6d3e5fff01d,bad
jbjolaaxwgudt.org/information.cgi,bad
practiceprofitsplus.com/Media/newdocxb/c18e0c9aab797914d002e24a0625bce4/,bad
stroker.off.co.il/Login.html,bad
j.gs/2912956/paypalcomuscgi-binwebscrcmdlogin-s,bad
mainstreetmountjoy.com/wordpress/wp-content/themes/twentyfifteen/total/www/box.com/index.php,bad
sabiliku.com/boss2/,bad
www.edgarnet.com/,bad
yfihtxiepyigueojb.work/upload/_dispatch.php,bad
ordering-checks.com/ord/dc1j.exe,bad
www.marketing.blindadocodec.com/link.php?M=78506&amp;N=3&amp;L=1&amp;F=H,bad
aquatixbottle.com/ygyngc,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7crFqWoKIVfoMJOIYXhnw4B3ktWZyp2-OKOTXG6lIVkkfdTtegky58LrLxwz0YOincnhE-sc1w-m8_Qob4QO8zrZyhMNzXzNIwnoTP1zOX9lNiXn4_3yiwB5K0KMC2g37QOITZbNSNMB7sZbZyKH7mkrZX7RapXMa6q3SeJKfmJ3SjbP5Ouu-zKORuQAWSVpNUSTsLj17VGT0hUXmzOJIrbn_C_01A\%3D\%3D&amp;attredirects=1',bad
hotelcelnice.cz/vqjvduh,bad
paypal-activation.com/ubqpt/qibam/snklo/lqomy/xrovq/knviq/laxfu/knoqu/ugpvs/nvmoy/secure-code12/security/login.php,bad
three.hfdodiopr.biz/qsgyxlbovh\ndkoawit6.com/ik/redir.php?url=http://three.hfdodiopr.biz/qsgyxlbovh,bad
abris.montreapp.com/wp-content/themes/brandon/css/skins/grey/logins.html,bad
schluesseldienst-stuttgart-ludwig.de/ppp/667ea8dfa397f52177e7bc54710838b4/dit/zzzpwa178c1gg.php,bad
24411244.com/thanks/metro/admin/1/cp.php?letter=login,bad
afsnyselextraconstellated.bathroom-suite.com/entire.lasso?fill=alB&amp;work=P1YRIh8Q&amp;federal=&amp;almost=IW9ba&amp;catch=&amp;fund=AeB3oqH8&amp;listen=&amp;about=2HuBGHYJ1DTsadKEVtdCGnZX,bad
91.239.24.206:6892,bad
djdj4.com/Js/,bad
www.sinoci.com.cn/css/?us.battle.net/login/en/?ref=fvugieeus.battle.net/d3/en/index&amp;app=com-d3,bad
tracklostdevice.com/apple/,bad
glospinc.com/js/tiny_mce/Goldencat/es/auth/view/document/eula.html/,bad
psicologiadellaudiovisivo.it/media/DHL/DHLExpress/autofil/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@cfpia.com,bad
kristiantouborg.com/trdmz3c,bad
95.163.114.196/bins/mirai.{arm|m68k|etc|etc},bad
steamgifts-nvidia.tk/,bad
mo.printcarimbos.com.br/mon.htm,bad
ascimento.com/asport/modules/www/docs.g.oogle.com/yahoo.htm,bad
down-fasterfile19.com,bad
oicnmudv.bid/ts-chrome-34/?br=ie&amp;lang=en&amp;n=1-888-742-1540,bad
www.aggiesaquariums.com.au/wp-includes/y78hiuok,bad
peaumontreal.com/hud/index.php,bad
exclusiveprint.co.uk/massounia/amzaon/Updateto16/index/index.php,bad
www.efrem.gr/out/news/nbhyavwc/bhbaa/384d84d858439384d84d85353844d853535353843ae3ae091d0d3faee8d938/tgpoa.htm?98939467a19817b57d92ea32f558227f98939467a19817b57d92ea32f558227f,bad
www.caren-munoz.us/,bad
www.aol.com.ap.update.191.1887811.1676311.encoding.openid.assoc.handleusflex.openid.claimed.id.identifierselect.mode.checkid.setup.openid.ns.pape.easycar.com.my/f1269eb6be28035fcb68f67c4d66b833/,bad
slimxxxtubebej.dnset.com/2013/girl-fucked-by-dog.avi.exe,bad
vacation-data.com/wp-content/uploads/2012/Trulia/index.htm,bad
devite.ru/logs/-/FR-2016/Ref-gouv/lmpots.GOUV/6b883bf93bdd5c97d096b1f02c5132b4,bad
zastapiony.piklamp.nl/viewtopic.php?lb=84&x=8&n=0774&ek=35&vh=8,bad
'bjcurio.com/js/index.htm?ref=http\%3A\%2F\%2Fhnhxwchus.battle.net\%2Fd3\%2Fen\%2Findex',bad
madaen.net/e3ib4f,bad
beatonbeatwizard.com/wp-inludes/index-page-Gdoccc/index.php,bad
econopaginas.com/jxifdhv,bad
new.vbc-richterswil.ch/libraries/joomla/www.xoom.com/a3bba262beffbfcd5389f216a1aa307a/,bad
cgi4.ebay.com.au.sundecktan.com/ebay.com.au/itm/Apple-iPhone-5-Latest-Model-32GB-White-Black/261098404141.htm?ViewItem&item=261098404141,bad
fra1.ib.adnxs.com/if?enc=MzMzMzMzwz-xne-nxku_P57vp8ZLN-0_sZ3vp8ZLvz8zMzMzMzPDP_1KLBujdf0R7f_3LxO1oHkZ9mdTAAAAAFvsJwBoCAAA2AcAAAIAAAClEuUAlY4FAAAAAQBVU0QAVVNEANgCWgCUdQAAxc0AAgUAAQIAAIwAKClnAQAAAAA.&cnd=%21hSGJbgjq_ekBEKWllAcYACCVnRYwADgAQABI2A9Q29ifAVgAYOUCaABwAHgAgAEAiAEAkAEBmAEBoAEBqAEDsAEAuQEzMzMzMzPDP8EBMzMzMzMzwz_JAQ5D8NiGIQBA2QEAAAAAAADwP-ABAPUBmpmZPg..&ccd=%21TwYsQAjq_ekBEKWllAcYlZ0WIAA.&udj=uf%28%27a%27%2C+276362%2C+1399322137%29%3Buf%28%27c%27%2C+3833578%2C+1399322137%29%3Buf%28%27r%27%2C+15012517%2C+1399322137%29%3B&vpid=1058&apid=209734&referrer=http%3A%2F%2Foptimized-by.rubiconproject.com%2Fa%2F9852%2F26428%2F104466-2.html%3F%26cb%3D0.1404758619890777%26tk_st%3D1%26rf%3Dhttp%253A%2F%2Fwww.telegraaf.nl%2F%26rp_s%3Dc%26p_screen_res%3D1536x960&media_subtypes=1&ct=0&dlo=1,bad
zsyqzx.cn/js/?app=com-d3&amp;;http,bad
drmahmadi.com/benz/C50,bad
louisirby.com/ejtocks,bad
osabd.org/bangla/Paypal_Virefication/90351154e689ea797849d9417ab4ffcc/,bad
thecoolnerdsquad.com/wp-content/plugins/cached_data/ta4bl6ET6At3eL1Ef4oN2/,bad
www.vineyardintelligence.com/valuing-vineyard-properties,bad
popvideoskype.info,bad
ditadopop.com.br/SothebyRealty/loading.html,bad
www.qazshopcraft.tk/craftbn/,bad
www.programagovisa.tk/,bad
thvjsdjmlcmdmw.org/checkupdate,bad
ambcf.net/v3/images/masterpro/index.html,bad
propertiesinthailand.net/Sign_in.html,bad
teau.ac.ke/sess/14310dd195f28e31f4c3ae43b8100480/,bad
hallmarkteam.com/item/Ed/Ed/index.php,bad
tanglaofamily.kenaidanceta.com/wp-admin/Doc2015/,bad
homebru.com.au/mega/,bad
goo.gl/zzyYg,bad
zampones.vila-real.com/media/well.htm,bad
living4u.80port.net/zb/doc/file.index.htm/remax-securelogin_files/remax0-0secure0login_files/remax0-0secure0login_files/remax-securelogin_files/remax-securelogin_files/remax0-0secure0login_files/remax0-0secure0login_files/remax%20-%20secure%20login/,bad
xdysb.com/lyb/?app=com-d3&amp;us.battle.net/login/en/?ref=eu.battle.net/d3/en/index,bad
realhelpsout.com/wp-includes/ID3/activation/free/moncompte/,bad
epjbcn.es/jbcn/cp.php?m=login,bad
awesomebytes.com/11k/Chase_Online.htm,bad
depositionstream.com/scripts/img/pipi.txt,bad
jhomitevd2abj3fk.tor2web.org/,bad
elafgroup.com/t76f3g,bad
montrealpersonalchef.com/york/srts/,bad
iitp.org.br/invel/wp-includes/quotationfile/doc/dxx/580dee069531e4f1d259251624a66027,bad
mapharma61.fr/downloader/Maged/Model/Config/ssc/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/79443d18b9f92f25b4256cb1a6ec24cd/index_2.html,bad
www.atrevitta.com.br/wp/wp-content/plugins/nextgen-gallery/lib/multisite.dll,bad
gkjx168.com/images/?us.battle.net/login/http:/=,bad
secure.runescape.com.d.weblagon.loginforn.com/mood?amp;/&amp;amp;=amp;amp;ssl=0,bad
huarui-tec.com/js/?us.battle.net/login/en/?ref=cadglydus.battle.net/d3/en/index,bad
services-runescape-com-sm-forums.totalh.net/m=weblogin.loginform.ws-mod=wwwssl=1reauth=1dest=account_settings.ws.html,bad
ozzu.de/wdxzw,bad
wamasoftware.com/JHgy64HJBRd?xFBBFqA=AbTmmU,bad
www.srinathcollection.com/verify/verify.htm,bad
maxigolon.com/viewforum.php,bad
216.254.231.11/img2212.png,bad
automateinternetmarketing.com/service/service/Path=6N349g2t8ZR5ctyn3hw5sIr/,bad
tattoo-studio.nl/09yhbvt4,bad
muzukashibrashinki.net/h55l/post.php,bad
artisticmouldings.com/wp-admin/js/?wbCr.Q.CB.JbQbrobOwNw.eFwwbmrbFdRdIornNHaFdbJHrOEBJFFwcGwo.aOIoNQbdbd.LcIwbrIwocBawaacMdHQoEHKrGPHKrKErBFwwowmJBDKIK.DRLBcmsaPPbEIsmcJQwKwmKma.wR.MnGLNedcboemrNaJcC,bad
maderaslotito.cl/home/remax/remax/index.htm,bad
fb.noticiaslatinasrd.com/app/?lang=de&key=elpaMFAtzJUbS3QzEvfxj4lQQrQum9ngkLngKtjcJ3s2KxOd6oWDBXVtLjH658JqXNyH02A9aLblFzOxKS7I63PZGcxy5BryP7n6xssYdhrIQuy2HK49czbRss0W88hT8IamxXZ3PP9bXpWjMNlkzCbsGaHmy6R7ljEqRqQpf6JgfDI4hMctr5vndGL6NOHZ63v56FoV,bad
babymode.com.au/googleshopping/login/ppzg/?/webscr?cmd=_signin&dispatch=EjPQnPsvintMFjVEDbBJDcUwUhDt27SQP3WVGHXpxFlSx9YYNs&email,bad
select.rw/wp-content/upgrade/,bad
re.learnpercussiveguitar.com/?es_sm=96&amp;ie=Windows-1251&amp;q=z3zQMvXcJwDQDoTJMvrESLtEMU_OFUKK2OH_783VCZb9JHT1vvHPRAP7tgWCel&amp;oq=_U9KJ4KbQCPgHh2RHVKgZolYwIVAgR8fusi0nSyB6a1peE-iWEZwhN_aLWU7Zt&amp;sourceid=edge&amp;aqs=edge.94e57.406d9k4,bad
jooob.web.fc2.com/09uh8ny,bad
85.25.194.116/,bad
espm.co.il/wp-includes/Text/outlook/,bad
writingcommons.org/,bad
13453765871837679316.googlegroups.com/attach/5ed5d019a6363180/docfile.htm?part=0.1&amp;view=1&amp;vt=ANaJVrFnlM8FbsUGOZei0qJVpeYeksad_BHruCq2LngelLIuGN7oGgR9VBo-YcOAS-YG_Fkrp6pfHxiFagz9Cyrrz0kAEHrPuCEXfBvX9JwJxRItFvgaVrk,bad
2z50j4w.ufh7.com/de/?Y2FyYm9ueXBzZUBhb2wuY29t,bad
amovale.com/animation/css/core/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efca564d695756d1b4fddab931fe0926091a564d695756d1b4fddab931fe0926091,bad
sabioq.com/Connections/_notes/dxml.php?id=,bad
muralove.net/data/cheditor4/1104/bookmark/ii.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,bad
motownscuba.com/ekf6/encripted/ssl218.site/login.html?cmd=_login-run&amp;dispatchx85d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5577d49f623e760af396fbf7d94c9a121577d49f623e760af396fbf7d94c9a121,bad
ybidrvz.google-update2017.com/,bad
two.jdfslfdsgy.biz/ui4n0jyizz\ndkoawit6.com/ik/redir.php?url=http://two.jdfslfdsgy.biz/ui4n0jyizz,bad
202.77.121.186/kliping,bad
aqiugvfdonline.tv/funm/host/host/,bad
gnmchurch.co.za/wp/acounte3/rederectionrapidservice122013.php,bad
aandgtrading.com/category_images/k2/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,bad
googleapists.com/maps/jsquery.php,bad
darkhollowcoffee.com/unntj,bad
dreamscapescoaching.com/PAYPAL/wbsccr.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365b09a310e1a79f574e4e8e51e0b887d2eb09a310e1a79f574e4e8e51e0b887d2e,bad
ban.cgi-bin.webscr.cmdlogin-submit.antaris.az,bad
www.premiacaodiaria.biz/cadastramento/premiostododia/cadastro.php?HLZMNWD9DIIVWG82ZX3GHLMM1OC2LQJ4CJQZG59TMRPJ9WK8TNOB0AX0Z0AK1UOCDECTIKN5CDNK09R4VGE5QBEPLOAMJYYXCARUVFZ8SNR3WJ6RZKWQWAGIZQ5JP3G2D9W0NWGFJ9HFSN8R85I5FYMEORYDUEF8MCGA,bad
www.bellissimo-architectural-finishes.com/www66.discovercard.com/,bad
craftsreviews.com/jhg45s/,bad
gspersia.com/first/fa/components/com_sitemap/,bad
mgotto.homepage.t-online.de/HJghjb54?twauFI=OOeQBhIeTQ,bad
at10a.net:8048/bins/mirai.ppc,bad
181.215.122.44/img/index.php,bad
0576tz.com/js/?ref=http://howacewus.battle.net/d3/en/index&amp;app=com-d3,bad
dringeraout.com/rss/feed/stream,bad
alefreed.ml/XE9CRUJIAARdRQlMCktTVV1WS1JXXRZdVUsFARYBCw4cCA8DFwYBCEQBDQQECgAAAA4LRV5cCg,bad
www.headlightconverters.co.uk/wp-content/themes/twentyten/2459715149/625305350/,bad
battcave.net/ksrwo,bad
englishstate.com/87yfhc,bad
box754.bluehost.com/~mediabou/includes/database/upd/mpp/signin/,bad
quintadaconchada.com/you/view/,bad
www745.paypal.ca.16369.securessl-120.mx/js/web.apps/ca/m.pp/?cmnd=_lg&nav=_03A95AE4E4CEC3151C62,bad
landgroup-co.com/Etisalat.htm,bad
guiadelacerveza.cl/walkingbank/walkingbank/walkingbank/index.php,bad
umihaku000time.web.fc2.com/897fyDnv,bad
sabkhojfoundation.com/wp-content/themes/kingpower-v1-00/images/icon/404.htm,bad
accsteamorigin.sells.com.ua/akkauntyi-steam/c1/,bad
magifilmworks.com/wp-admin/your-attached-document-for-review93892/2013gdocs/,bad
hepsibirbilisim.com/referans/hbb/cp.php?m=login,bad
hajunina.hopto.org/l/d5c62fb2edf0f0bf5343bdda8554dd41689afeea,bad
www.darkbrothers.yoyo.pl/,bad
nortagem.cl/zinn/aw/wy/es/auth/view/document/,bad
91.239.24.225:6892,bad
kucnitrener.rs/aoll/Aol%20pagehtml,bad
xanhtuoi.com/index.htm,bad
mxp103.com,bad
us.battle.net-bizzard-wow-com.net-inl.net/battle_net_account.php?ref=https:/us.battle.net/account/management/index.xml&,bad
wamasoftware.com/8fh34f3,bad
quietrepublic.com/wp-content/themes/twentyten/infos,bad
eu.diablo.net.ca.ym-login.in/login.html?app=wam&amp;amp;ref=worldofwarcraft.com/account/&amp;amp;eor=0&amp;amp;app=bam/,bad
findtofind.info/wp-content/themes/twentyfifteen/inc/index.html,bad
bangkokbeautycare.com/wp-content/plugins/aol/index.htm,bad
martos.pt/0ftce4?EgPYyqASjTt=BFoFrAm,bad
erna.com.br/wp_include/newdocxb/dc55c0c7f62262b3a2fafb5a56560c0d/,bad
cosdoshhp.top/log.php?f=2.gif,bad
bakkenoil.com/wp-includes/js/jcrop/reserve,bad
inkel.co.kr/images/silvenegreus/jeioeuanstree/cantersia/paoalccistrea/quaistrevers/olariu/darog.html?asddsasdbnsdmnsdsa=assdanbsdamnsda6sandasbdmnbsda8samsdbnsdbnsamnasd5asdmsdambmnmasdbsmad7asdmnbdamndbmnnasd4sadmndbnadsbdasmndasbasd9sadmnabdas,bad
hoston.biz/psp/psp/note/,bad
468213579.com/emailreferentie.appleid.apple.nl/emailverificatie-40985443/home/login.php,bad
at10a.net:8048/bins/mirai.sh4,bad
91.239.24.46:6892,bad
egxjtbh.work/checkupdate,bad
johntofhalo.ru/zapoy/admin.php,bad
luxury-domains.com/business3/,bad
cgavqeodnop.it/main.php,bad
infonet-ee.com/data2/,bad
infrared.com/d/,bad
berahaber.com/language/.qwe,bad
paypal.com.cgi.bin.gfgkdmkg564546sqdfsdfjhfd.ultramed.com.au/f56111061ead0548c633ac572ca34cf7,bad
plen-market.ru/ajax/inst1.exe,bad
www.poli-mec.it/87b3ff3rc,bad
gastrohurt.neostrada.pl/987nkjh8,bad
sec.hcompany.com/www.my.commbank.com.au/netbank/,bad
80.87.220.102/fra22.png,bad
claywrites.com/wp-content/themes/us/processing.html?ip=171.25.193.131,bad
xpxtupcje.pl/linuxsucks.php,bad
sumeyemozlen.blogcu.com/,bad
www.tuhu.cc/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
bvdreocwvaxee.work/upload/_dispatch.php,bad
bplenterprises.com/cgi/es/log,bad
jeffpermar.com/manmsjsaaa/engauto189/mailbox/mailbox/,bad
pu26.syzran.ru/modules/mod_footer/enquiryfeeds67.php?id=1774256418,bad
mrganglobalinks.com/_html/70/php/cp.php?m=login,bad
jmlettering.com/094mfiejr93ji/br/SANTANDER.VAN.GOG/CLIENTE-SANTANDER-ATUALIZACAO/ATIVAR.CHAVEATENDIMENTO.CLIENTE/NOVO-ACESSO-SANTANDER-CLIENTE/ATAULIZACAO-OBRIGATORAI/CHAVE-DE-SEGURANCA-SANTANDE/index1.php,bad
thinkdesign.com.lb/alibaba/index.php?email=abuse@tqga.com,bad
dropdocuview.com/bDBsIZn2/default.php?valid&amp;autocache=docs=folder&amp;.done=view&amp;f9fcba0dc1bf69baa49c46d377e02028=xlspdf=,bad
medicalcourses4u.com/pace/OutlookUser/AccountUpdate.html,bad
broadmoorstorage.com/q9ik3k3k21oo029ss8sauas/cofirmuk.php?personal-UK&amp;cbcUSERa3d9cc266d0827d7d88fc41cec318b2c,bad
"http://bazurashop.com/idex.html?sfm_from_iframe=1',300,350",bad
ujthsgfdiidoodubd776.3owl.com/siasia1.html,bad
tiny.cc/fgkk2x/,bad
dehomefurniture.com/files/get_msg.html,bad
confiagro.com.br/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replaceCurrent_url_owa/index.php?umail=c29mdHdhcmVAY2F0YWxpbmFtYXJrZXRpbmcuY29t,bad
bilbaopisos.es/BANK.STORAGE.DATA/new_payment.html,bad
serwer1374165.home.pl/radmaxweb/components/com_jnews/includes/jquery/aol.htm,bad
gxfbwjvior.biz/linuxsucks.php,bad
www.mafled.com/VBV.php,bad
lafirmalegal.com/www.cic.fr-login-secure/4980f1d821b7e0016e60711a3f59e9b3/lb.php?id=13698,bad
liatrisguzellik.com/o6zlocdo,bad
www.yoand.biz/,bad
mxp2003.com,bad
fsmsigorta.com/donfrosh/index.html,bad
121638.verifizieren-sie-ihren-account.paypal-sicherheit-online.com/,bad
zillow.mslqz.com/zillow/,bad
tunnekylmyysmiddletonii.02leds.com/me4xcdste0.php\n,bad
kiddykingdome.com/wp-content/plugins/LayerSlider/static/codemirror/theme/,bad
ingmijn-nl.com.ru/ING/,bad
mintoolses.com/mint.com,bad
undugdaid.ru/gate.php,bad
all-rides.com/u8ndx,bad
pravo.org.ru/write/dropbox/dropbox/activity.vip.126.com/vip.126.com.php?errorType=498&error&email=,bad
bazandecoradores.com/blog/wp-content/uploads/2014/05/.js/Yahooupdates/index_2.php,bad
registration-centere-recover.hostingsiteforfree.com/please.php,bad
ripasso.nl/873nf3g,bad
pafindia.org/Admin/images/yah/sam.html,bad
zapfm.nl/ohn902b,bad
